,zip_code,num_solar_panels,jul_jan_ghi_diff
330,02120,39.0,178.96342671194114
331,02121,49.0,180.08527872099603
332,02122,45.0,179.7186085172609
333,02124,130.0,178.54064091680812
334,02125,240.0,177.32488759982397
335,02126,101.0,178.52428197509897
336,02127,216.0,177.33187429258626
337,02128,121.0,179.97944963214488
338,02129,42.0,181.22260540464063
339,02130,112.0,178.8150732173175
340,02131,164.0,178.4332908885116
341,02132,136.0,177.9284097340124
342,02134,56.0,178.64092859837763
343,02135,116.0,178.79727292020374
344,02136,197.0,178.55617572156194
345,02138,176.0,180.0826612903226
346,02139,143.0,179.38664579796267
347,02140,116.0,179.4727527824939
348,02141,42.0,180.10094793435204
349,02142,29.0,180.03800580079232
350,02143,76.0,179.80986488398418
351,02144,83.0,178.88585880022632
352,02145,87.0,179.80986488398418
353,02148,291.0,178.82753254103
354,02149,180.0,180.14051004527448
355,02150,115.0,180.38648662988112
356,02151,338.0,179.45309405065086
357,02152,51.0,177.58704725523486
358,02155,606.0,178.8433331312151
359,02163,12.0,179.5187818336163
360,02169,222.0,177.93721703452178
361,02170,57.0,177.4942876344086
362,02171,53.0,177.40907965478215
363,02176,181.0,178.61717423599322
364,02180,206.0,177.79983729485
365,02184,99.0,179.4149393982267
366,02186,172.0,178.3679671288436
367,02188,55.0,180.26757923033392
368,02189,56.0,180.181486983588
369,02190,105.0,179.59560696095076
370,02191,56.0,177.33466857668367
371,02210,38.0,179.41457979626483
372,02215,72.0,178.96342671194114
373,02301,326.0,177.42165982833427
374,02302,232.0,177.28002971137525
375,02322,40.0,178.15541878890772
376,02324,260.0,175.79334972175064
377,02330,98.0,178.0635939647506
378,02332,300.0,179.75380824372763
379,02333,185.0,175.63900679117145
380,02338,128.0,176.31806105766202
381,02339,133.0,178.57118350311265
382,02341,80.0,176.20603816889897
383,02343,101.0,178.7750424448217
384,02346,107.0,176.77839462108346
385,02347,57.0,176.9205220713073
386,02350,5.0,176.70295698924735
387,02351,134.0,177.38368939822675
388,02356,97.0,176.3718962224109
389,02357,0.0,177.47612478777592
390,02359,137.0,177.63728541784567
391,02360,1470.0,180.29406355071734
392,02364,181.0,178.63274971703453
393,02367,45.0,177.1048740803622
394,02368,233.0,178.878576860498
395,02370,127.0,178.8400360780985
396,02375,74.0,175.67479799408915
397,02379,108.0,176.21526598754957
398,02382,98.0,176.58935519241652
399,02420,141.0,178.6254716091304
400,02421,212.0,178.67328098471984
401,02445,130.0,177.8805443548387
402,02446,83.0,177.95178975664967
403,02451,165.0,178.90986665251836
404,02452,104.0,179.21288730899826
405,02453,214.0,178.6016765704584
406,02458,66.0,178.94172090171668
407,02459,177.0,178.1967759620826
408,02460,54.0,179.24035559328428
409,02461,50.0,178.23243845500855
410,02462,20.0,177.61154145444252
411,02464,10.0,178.11093425768723
412,02465,102.0,179.03677666949633
413,02466,48.0,178.42603989813242
414,02467,222.0,177.97408065695151
415,02468,42.0,178.18971066779852
416,02472,416.0,179.398097057159
417,02474,191.0,179.32088285229202
418,02476,104.0,179.0930779569892
419,02478,145.0,179.68017826825127
420,02481,188.0,177.3171264855687
421,02482,60.0,176.70628183361634
422,02492,185.0,177.3594486889266
423,02493,167.0,177.47807901810978
424,02494,88.0,177.92393534238818
425,02532,159.0,182.6596544284097
426,02534,16.0,181.96099792491987
427,02535,16.0,186.62622421870086
428,02536,414.0,185.97870021576114
429,02537,49.0,185.72371073853992
430,02538,24.0,180.80090852130323
431,02539,27.0,188.84375294755705
432,02540,82.0,186.80405230145254
433,02542,9.0,183.97484751304788
434,02543,18.0,186.7292550933786
435,02553,3.0,182.8319185059422
436,02554,310.0,190.79271646859087
437,02556,27.0,184.13004032258067
438,02557,3.0,187.47396717600455
439,02558,8.0,181.7596326164874
440,02559,35.0,181.80681416242217
441,02561,0.0,184.24379244482174
442,02562,39.0,183.49401351160162
443,02563,186.0,184.92624033201284
444,02564,5.0,193.17762147303745
445,02568,60.0,187.76815105640446
446,02571,218.0,180.08945599886817
447,02576,41.0,178.55188437323147
448,02601,138.0,190.4319025891341
449,02630,28.0,191.0600771080928
450,02631,169.0,193.9889501980758
451,02632,138.0,189.51723967176002
452,02633,318.0,189.02167869269948
453,02635,47.0,185.806805319751
454,02637,0.0,189.44446802490103
455,02638,30.0,191.60947226938313
456,02639,35.0,189.85196484153929
457,02641,8.0,192.80911620448973
458,02642,708.0,196.15758819090743
459,02644,45.0,185.48848684210526
460,02645,188.0,191.22112180091807
461,02646,30.0,188.94652659875499
462,02647,10.0,187.98519736842104
463,02648,63.0,187.67212554235047
464,02649,606.0,185.86910488587057
465,02650,18.0,191.0783814374647
466,02652,10.0,196.61663230657282
467,02653,464.0,192.4148899699622
468,02655,162.0,186.69392331635544
469,02657,26.0,194.16186067487263
470,02659,25.0,189.82125424448225
471,02660,58.0,191.89377004338797
472,02661,1.0,189.42122948500284
473,02663,5.0,195.89006791171482
474,02664,102.0,190.62543034333146
475,02666,8.0,197.0591810507451
476,02667,322.0,196.65341230642588
477,02668,105.0,188.43844174448213
478,02670,28.0,189.5663200339559
479,02671,32.0,189.13340938030564
480,02672,0.0,189.25456281833615
481,02673,90.0,189.58388600028297
482,02675,37.0,191.1049212412753
483,02702,70.0,177.5226647487895
484,02703,305.0,174.79889589047056
485,02713,0.0,183.84821024335037
486,02715,54.0,177.09845177459783
487,02717,85.0,176.8722175061309
488,02718,19.0,176.85677230711184
489,02719,262.0,180.3462117996604
490,02720,227.0,178.01884471483368
491,02721,131.0,179.34514714204875
492,02723,58.0,178.11751910016974
493,02724,64.0,178.98478176287495
494,02725,33.0,178.18529817487268
495,02726,223.0,178.44489954725526
496,02738,48.0,179.58223684210532
497,02739,56.0,179.67229453562226
498,02740,204.0,179.08950551782684
499,02743,105.0,178.47767323775383
500,02744,37.0,180.65838992642898
501,02745,235.0,177.551742258873
502,02746,45.0,178.1132805131108
503,02747,292.0,177.99967576872282
504,02748,173.0,179.6307064704773
505,02760,77.0,175.59671671618565
506,02762,69.0,176.28897344166867
507,02763,9.0,175.49311450669686
508,02764,54.0,176.14179223259768
509,02766,144.0,174.6946911322972
510,02767,87.0,175.51524476513865
511,02769,190.0,175.59508819090735
512,02770,68.0,178.29719156762872
513,02771,205.0,174.64792806388738
514,02777,496.0,177.2402819043577
515,02779,24.0,177.21820568446205
516,02780,110.0,175.59972646670437
517,02790,598.0,179.46093307866443
518,02791,14.0,179.28509950952656
519,12125,0.0,181.04623832767402
